healpix, glon, glat, ra, dec
7277, 15.22189, -2.66806, 277.03125, -16.95776
7278, 13.95959, -0.29214, 274.21875, -16.95776
7279, 15.69338, -0.89431, 275.62500, -15.71386
7280, 15.93288, -6.81995, 281.25000, -18.20996
7281, 17.66234, -7.46819, 282.65625, -16.95776
7282, 16.45485, -5.06057, 279.84375, -16.95776
7283, 18.18033, -5.70651, 281.25000, -15.71386
7284, 19.38873, -8.13365, 284.06250, -15.71386
7285, 21.11318, -8.81391, 285.46875, -14.47751
7286, 19.90231, -6.36947, 282.65625, -14.47751
7287, 21.62186, -7.04706, 284.06250, -13.24801
7288, 16.94988, -3.29293, 278.43750, -15.71386
7289, 18.67291, -3.93705, 279.84375, -14.47751
7290, 17.42088, -1.51798, 277.03125, -14.47751
7291, 19.14296, -2.16074, 278.43750, -13.24801
7292, 20.39195, -4.59802, 281.25000, -13.24801
7293, 22.10803, -5.27345, 282.65625, -12.02470
7294, 20.86053, -2.82019, 279.84375, -12.02470
7295, 22.57457, -3.49395, 281.25000, -10.80692
7296, 356.56556, 5.77365, 258.75000, -28.63099
7297, 358.39319, 5.52625, 260.15625, -27.27961
7298, 356.94462, 7.57011, 257.34375, -27.27961
7299, 358.77684, 7.32008, 258.75000, -25.94448
7300, 0.21120, 5.23123, 261.56250, -25.94448
7301, 2.01938, 4.89146, 262.96875, -24.62432
7302, 0.59975, 7.02295, 260.15625, -24.62432
7303, 2.41298, 6.68150, 261.56250, -23.31796
7304, 357.28403, 9.37302, 255.93750, -25.94448
7305, 359.12336, 9.12060, 257.34375, -24.62432
7306, 357.58632, 11.18162, 254.53125, -24.62432
7307, 359.43523, 10.92705, 255.93750, -23.31796
7308, 0.95355, 8.82150, 258.75000, -23.31796
7309, 2.77411, 8.47844, 260.15625, -22.02431
7310, 1.27506, 10.62614, 257.34375, -22.02431
7311, 3.10520, 10.28155, 258.75000, -20.74238
7312, 3.81759, 4.50972, 264.37500, -23.31796
7313, 5.60587, 4.08876, 265.78125, -22.02431
7314, 4.21631, 6.29846, 262.96875, -22.02431
7315, 6.00964, 5.87652, 264.37500, -20.74238
7316, 7.38433, 3.63125, 267.18750, -20.74238
7317, 9.15323, 3.13984, 268.59375, -19.47122
7318, 7.79302, 5.41832, 265.78125, -19.47122
7319, 9.56661, 4.92645, 267.18750, -18.20996
7320, 4.58471, 8.09410, 261.56250, -20.74238
7321, 6.38516, 7.67110, 262.96875, -19.47122
7322, 4.92523, 9.89589, 260.15625, -19.47122
7323, 6.73487, 9.47177, 261.56250, -18.20996
7324, 8.17543, 7.21206, 264.37500, -18.20996
7325, 9.95560, 6.71954, 265.78125, -16.95776
7326, 8.53400, 9.01177, 262.96875, -16.95776
7327, 10.32263, 8.51842, 264.37500, -15.71386
7328, 357.85380, 12.99523, 253.12500, -23.31796
7329, 359.71475, 12.73876, 254.53125, -22.02431
7330, 358.08860, 14.81325, 251.71875, -22.02431
7331, 359.96404, 14.55513, 253.12500, -20.74238
7332, 1.56657, 12.43620, 255.93750, -20.74238
7333, 3.40855, 12.09014, 257.34375, -19.47122
7334, 1.83022, 14.25107, 254.53125, -19.47122
7335, 3.68632, 13.90363, 255.93750, -18.20996
7336, 358.29264, 16.63515, 250.31250, -20.74238
7337, 0.18508, 16.37563, 251.71875, -19.47122
7338, 358.46772, 18.46044, 248.90625, -19.47122
7339, 0.37969, 18.19976, 250.31250, -18.20996
7340, 2.06802, 16.07022, 253.12500, -18.20996
7341, 3.94055, 15.72147, 254.53125, -16.95776
7342, 2.28186, 17.89317, 251.71875, -16.95776
7343, 4.17319, 17.54317, 253.12500, -15.71386
7344, 5.24018, 11.70318, 258.75000, -18.20996
7345, 7.06107, 11.27788, 260.15625, -16.95776
7346, 5.53173, 13.51536, 257.34375, -16.95776
7347, 7.36598, 13.08881, 258.75000, -15.71386
7348, 8.87105, 10.81678, 261.56250, -15.71386
7349, 10.67005, 10.32242, 262.96875, -14.47751
7350, 9.18881, 12.62650, 260.15625, -14.47751
7351, 11.00012, 12.13095, 261.56250, -13.24801
7352, 5.80196, 15.33189, 255.93750, -15.71386
7353, 7.65171, 14.90402, 257.34375, -14.47751
7354, 6.05289, 17.15229, 254.53125, -14.47751
7355, 7.92033, 16.72303, 255.93750, -13.24801
7356, 9.48946, 14.44038, 258.75000, -13.24801
7357, 11.31505, 13.94346, 260.15625, -12.02470
7358, 9.77511, 16.25792, 257.34375, -12.02470
7359, 11.61700, 15.75944, 258.75000, -10.80692
7360, 10.91294, 2.61711, 270.00000, -18.20996
7361, 12.66392, 2.06561, 271.40625, -16.95776
7362, 11.33071, 4.40347, 268.59375, -16.95776
7363, 13.08572, 3.85191, 270.00000, -15.71386
7364, 14.40674, 1.48785, 272.81250, -15.71386
7365, 16.14206, 0.88631, 274.21875, -14.47751
7366, 14.83214, 3.27426, 271.40625, -14.47751
7367, 16.57059, 2.67296, 272.81250, -13.24801
7368, 11.72589, 6.19608, 267.18750, -15.71386
7369, 13.48666, 5.64418, 268.59375, -14.47751
7370, 12.10093, 7.99424, 265.78125, -14.47751
7371, 13.86919, 7.44173, 267.18750, -13.24801
7372, 15.23835, 5.06631, 270.00000, -13.24801
7373, 16.98152, 4.46492, 271.40625, -12.02470
7374, 15.62781, 6.86333, 268.59375, -12.02470
7375, 17.37732, 6.26150, 270.00000, -10.80692
7376, 17.87063, 0.26341, 275.62500, -13.24801
7377, 19.59324, -0.37841, 277.03125, -12.02470
7378, 18.30175, 2.05046, 274.21875, -12.02470
7379, 20.02640, 1.40914, 275.62500, -10.80692
7380, 21.31079, -1.03680, 278.43750, -10.80692
7381, 23.02421, -1.70938, 279.84375, -9.59407
7382, 21.74538, 0.75138, 277.03125, -9.59407
7383, 23.45960, 0.07954, 278.43750, -8.38554
7384, 18.71683, 3.84243, 272.81250, -10.80692
7385, 20.44501, 3.20122, 274.21875, -9.59407
7386, 19.11832, 5.63864, 271.40625, -9.59407
7387, 20.85154, 4.99713, 272.81250, -8.38554
7388, 22.16687, 2.54365, 275.62500, -8.38554
7389, 23.88329, 1.87209, 277.03125, -7.18076
7390, 22.57774, 4.33934, 274.21875, -7.18076
7391, 24.29779, 3.66762, 275.62500, -5.97916
7392, 12.45818, 9.79730, 264.37500, -13.24801
7393, 14.23569, 9.24390, 265.78125, -12.02470
7394, 12.79995, 11.60466, 262.96875, -12.02470
7395, 14.58849, 11.05011, 264.37500, -10.80692
7396, 16.00294, 8.66467, 267.18750, -10.80692
7397, 17.76040, 8.06206, 268.59375, -9.59407
7398, 16.36607, 10.46974, 265.78125, -9.59407
7399, 18.13314, 9.86599, 267.18750, -8.38554
7400, 13.12846, 13.41577, 261.56250, -10.80692
7401, 14.92985, 12.85978, 262.96875, -9.59407
7402, 13.44595, 15.23011, 260.15625, -9.59407
7403, 15.26207, 14.67241, 261.56250, -8.38554
7404, 16.71952, 12.27795, 264.37500, -8.38554
7405, 18.49789, 11.67273, 265.78125, -7.18076
7406, 17.06561, 14.08880, 262.96875, -7.18076
7407, 18.85700, 13.48173, 264.37500, -5.97916
7408, 19.50867, 7.43845, 270.00000, -8.38554
7409, 21.24844, 6.79625, 271.40625, -7.18076
7410, 19.89027, 9.24127, 268.59375, -7.18076
7411, 21.63813, 8.59798, 270.00000, -5.97916
7412, 22.98046, 6.13782, 272.81250, -5.97916
7413, 24.70558, 5.46550, 274.21875, -4.78019
7414, 23.37746, 7.93848, 271.40625, -4.78019
7415, 25.10909, 7.26513, 272.81250, -3.58332
7416, 20.26550, 11.04652, 267.18750, -5.97916
7417, 22.02301, 10.40173, 268.59375, -4.78019
7418, 20.63675, 12.85364, 265.78125, -4.78019
7419, 22.40552, 12.20694, 267.18750, -3.58332
7420, 23.77116, 9.74073, 270.00000, -3.58332
7421, 25.51079, 9.06590, 271.40625, -2.38802
7422, 24.16403, 11.54401, 268.59375, -2.38802
7423, 25.91314, 10.86722, 270.00000, -1.19375
7424, 20.55058, -16.50346, 292.50000, -18.20996
7425, 22.31326, -17.22420, 293.90625, -16.95776
7426, 21.16988, -14.76873, 291.09375, -16.95776
7427, 22.92076, -15.48393, 292.50000, -15.71386
7428, 24.08020, -17.95315, 295.31250, -15.71386
7429, 25.85296, -18.68786, 296.71875, -14.47751
7430, 24.67528, -16.20720, 293.90625, -14.47751
7431, 26.43489, -16.93610, 295.31250, -13.24801
7432, 21.75503, -13.02354, 289.68750, -15.71386
7433, 23.49557, -13.73392, 291.09375, -14.47751
7434, 22.30958, -11.26912, 288.28125, -14.47751
7435, 24.04122, -11.97534, 289.68750, -13.24801
7436, 25.23911, -14.45222, 292.50000, -13.24801
7437, 26.98702, -15.17604, 293.90625, -12.02470
7438, 25.77521, -12.68934, 291.09375, -12.02470
7439, 27.51286, -13.40875, 292.50000, -10.80692
7440, 27.63306, -19.42590, 298.12500, -13.24801
7441, 29.42205, -20.16480, 299.53125, -12.02470
7442, 28.20104, -17.66823, 296.71875, -12.02470
7443, 29.97517, -18.40116, 298.12500, -10.80692
7444, 31.22142, -20.90213, 300.93750, -10.80692
7445, 33.03264, -21.63541, 302.34375, -9.59407
7446, 31.75868, -19.13248, 299.53125, -9.59407
7447, 33.55297, -19.85975, 300.93750, -8.38554
7448, 28.74067, -15.90299, 295.31250, -10.80692
7449, 30.50142, -16.63068, 296.71875, -9.59407
7450, 29.25545, -14.13119, 293.90625, -9.59407
7451, 31.00428, -14.85431, 295.31250, -8.38554
7452, 32.27061, -17.35671, 298.12500, -8.38554
7453, 34.04955, -18.07869, 299.53125, -7.18076
7454, 32.76064, -15.57573, 296.71875, -7.18076
7455, 34.52575, -16.29308, 298.12500, -5.97916
7456, 22.83688, -9.50657, 286.87500, -13.24801
7457, 24.56105, -10.20924, 288.28125, -12.02470
7458, 23.34010, -7.73688, 285.46875, -12.02470
7459, 25.05819, -8.43658, 286.87500, -10.80692
7460, 26.28690, -10.91956, 289.68750, -10.80692
7461, 28.01569, -11.63518, 291.09375, -9.59407
7462, 26.77730, -9.14381, 288.28125, -9.59407
7463, 28.49862, -9.85625, 289.68750, -8.38554
7464, 23.82223, -5.96097, 284.06250, -10.80692
7465, 25.53563, -6.65825, 285.46875, -9.59407
7466, 24.28611, -4.17969, 282.65625, -9.59407
7467, 25.99621, -4.87507, 284.06250, -8.38554
7468, 27.24937, -7.36295, 286.87500, -8.38554
7469, 28.96459, -8.07275, 288.28125, -7.18076
7470, 27.70595, -5.57776, 285.46875, -7.18076
7471, 29.41644, -6.28547, 286.87500, -5.97916
7472, 29.74864, -12.35376, 292.50000, -8.38554
7473, 31.48699, -13.07294, 293.90625, -7.18076
7474, 30.22332, -10.57155, 291.09375, -7.18076
7475, 31.95262, -11.28739, 292.50000, -5.97916
7476, 33.23198, -13.79038, 295.31250, -5.97916
7477, 34.98478, -14.50373, 296.71875, -4.78019
7478, 33.68767, -12.00144, 293.90625, -4.78019
7479, 35.42964, -12.71138, 295.31250, -3.58332
7480, 30.68244, -8.78534, 289.68750, -5.97916
7481, 32.40407, -9.49841, 291.09375, -4.78019
7482, 31.12879, -6.99589, 288.28125, -4.78019
7483, 32.84413, -7.70672, 289.68750, -3.58332
7484, 34.13061, -10.20964, 292.50000, -3.58332
7485, 35.86319, -10.91673, 293.90625, -2.38802
7486, 34.56356, -8.41567, 291.09375, -2.38802
7487, 36.28817, -9.12043, 292.50000, -1.19375
7488, 34.85711, -22.36217, 303.75000, -8.38554
7489, 36.69619, -23.07991, 305.15625, -7.18076
7490, 35.35937, -20.58053, 302.34375, -7.18076
7491, 37.17914, -21.29235, 303.75000, -5.97916
7492, 38.55114, -23.78612, 306.56250, -5.97916
7493, 40.42315, -24.47826, 307.96875, -4.78019
7494, 39.01349, -21.99275, 305.15625, -4.78019
7495, 40.86352, -22.67921, 306.56250, -3.58332
7496, 35.83949, -18.79419, 300.93750, -5.97916
7497, 37.64166, -19.50079, 302.34375, -4.78019
7498, 36.30084, -17.00397, 299.53125, -4.78019
7499, 38.08705, -17.70600, 300.93750, -3.58332
7500, 39.45718, -20.19605, 303.75000, -3.58332
7501, 41.28712, -20.87750, 305.15625, -2.38802
7502, 39.88548, -18.39676, 302.34375, -2.38802
7503, 41.69714, -19.07380, 303.75000, -1.19375
7504, 42.31328, -25.15375, 309.37500, -3.58332
7505, 44.22246, -25.81000, 310.78125, -2.38802
7506, 42.73025, -23.34921, 307.96875, -2.38802
7507, 44.61456, -24.00021, 309.37500, -1.19375
7508, 46.15146, -26.44440, 312.18750, -1.19375
7509, 48.10089, -27.05430, 313.59375, 0.00000
7510, 46.51717, -24.62962, 310.78125, 0.00000
7511, 48.43867, -25.23486, 312.18750, 1.19375
7512, 43.13243, -21.54265, 306.56250, -1.19375
7513, 44.99396, -22.18899, 307.96875, 0.00000
7514, 43.52294, -19.73468, 305.15625, 0.00000
7515, 45.36370, -20.37692, 306.56250, 1.19375
7516, 46.87241, -22.81399, 309.37500, 1.19375
7517, 48.76833, -23.41509, 310.78125, 2.38802
7518, 47.22009, -20.99801, 307.96875, 2.38802
7519, 49.09267, -21.59545, 309.37500, 3.58332
7520, 36.74656, -15.21062, 298.12500, -3.58332
7521, 38.51844, -15.90869, 299.53125, -2.38802
7522, 37.17964, -13.41486, 296.71875, -2.38802
7523, 38.93874, -14.10951, 298.12500, -1.19375
7524, 40.30145, -16.59553, 300.93750, -1.19375
7525, 42.09657, -17.26873, 302.34375, 0.00000
7526, 40.70796, -14.79299, 299.53125, 0.00000
7527, 42.48825, -15.46289, 300.93750, 1.19375
7528, 37.60289, -11.61733, 295.31250, -1.19375
7529, 39.35075, -12.30912, 296.71875, 0.00000
7530, 38.01902, -9.81868, 293.90625, 0.00000
7531, 39.75715, -10.50812, 295.31250, 1.19375
7532, 41.10777, -12.98975, 298.12500, 1.19375
7533, 42.87488, -13.65685, 299.53125, 2.38802
7534, 41.50352, -11.18640, 296.71875, 2.38802
7535, 43.25905, -11.85117, 298.12500, 3.58332
7536, 43.90470, -17.92588, 303.75000, 1.19375
7537, 45.72661, -18.56453, 305.15625, 2.38802
7538, 44.28048, -16.11682, 302.34375, 2.38802
7539, 46.08541, -16.75235, 303.75000, 3.58332
7540, 47.56299, -19.18220, 306.56250, 3.58332
7541, 49.41436, -19.77641, 307.96875, 4.78019
7542, 47.90371, -17.36705, 305.15625, 4.78019
7543, 49.73591, -17.95844, 306.56250, 5.97916
7544, 44.65292, -14.30803, 300.93750, 3.58332
7545, 46.44266, -14.94090, 302.34375, 4.78019
7546, 45.02457, -12.50006, 299.53125, 4.78019
7547, 46.80086, -13.13069, 300.93750, 5.97916
7548, 48.24476, -15.55304, 303.75000, 5.97916
7549, 50.05974, -16.14199, 305.15625, 7.18076
7550, 48.58855, -13.74066, 302.34375, 7.18076
7551, 50.38822, -14.32753, 303.75000, 8.38554
7552, 24.73449, -2.39381, 281.25000, -8.38554
7553, 26.44265, -3.08779, 282.65625, -7.18076
7554, 25.17000, -0.60407, 279.84375, -7.18076
7555, 26.87758, -1.29713, 281.25000, -5.97916
7556, 28.14974, -3.78899, 284.06250, -5.97916
7557, 29.85685, -4.49512, 285.46875, -4.78019
7558, 28.58339, -1.99733, 282.65625, -4.78019
7559, 30.28846, -2.70238, 284.06250, -3.58332
7560, 25.59520, 1.18885, 278.43750, -5.97916
7561, 27.30358, 0.49624, 279.84375, -4.78019
7562, 26.01261, 2.98429, 277.03125, -4.78019
7563, 27.72315, 2.29165, 278.43750, -3.58332
7564, 29.00944, -0.20344, 281.25000, -3.58332
7565, 30.71381, -0.90791, 282.65625, -2.38802
7566, 29.43041, 1.59202, 279.84375, -2.38802
7567, 31.13543, 0.88766, 281.25000, -1.19375
7568, 31.56507, -5.20388, 286.87500, -3.58332
7569, 33.27547, -5.91300, 288.28125, -2.38802
7570, 31.99387, -3.41000, 285.46875, -2.38802
7571, 33.70071, -4.11790, 286.87500, -1.19375
7572, 34.98917, -6.62018, 289.68750, -1.19375
7573, 36.70721, -7.32313, 291.09375, 0.00000
7574, 35.41002, -4.82381, 288.28125, 0.00000
7575, 37.12289, -5.52544, 289.68750, 1.19375
7576, 32.41777, -1.61487, 284.06250, -1.19375
7577, 34.12236, -2.32205, 285.46875, 0.00000
7578, 32.83926, 0.18087, 282.65625, 0.00000
7579, 34.54295, -0.52608, 284.06250, 1.19375
7580, 35.82866, -3.02718, 286.87500, 1.19375
7581, 37.53772, -3.72798, 288.28125, 2.38802
7582, 36.24757, -1.23092, 285.46875, 2.38802
7583, 37.95418, -1.93135, 286.87500, 3.58332
7584, 26.42470, 4.78163, 275.62500, -3.58332
7585, 28.13877, 4.08850, 277.03125, -2.38802
7586, 26.83393, 6.58025, 274.21875, -2.38802
7587, 28.55292, 5.88617, 275.62500, -1.19375
7588, 29.84879, 3.38843, 278.43750, -1.19375
7589, 31.55580, 2.68370, 279.84375, 0.00000
7590, 30.26707, 5.18519, 277.03125, 0.00000
7591, 31.97740, 4.47960, 278.43750, 1.19375
7592, 27.24277, 8.37956, 272.81250, -1.19375
7593, 28.96809, 7.68404, 274.21875, 0.00000
7594, 27.65373, 10.17895, 271.40625, 0.00000
7595, 29.38678, 9.48151, 272.81250, 1.19375
7596, 30.68773, 6.98167, 275.62500, 1.19375
7597, 32.40274, 6.27473, 277.03125, 2.38802
7598, 31.11331, 8.77725, 274.21875, 2.38802
7599, 32.83438, 8.06846, 275.62500, 3.58332
7600, 33.26083, 1.97660, 281.25000, 1.19375
7601, 34.96495, 1.26940, 282.65625, 2.38802
7602, 33.68497, 3.77170, 279.84375, 2.38802
7603, 35.39086, 3.06376, 281.25000, 3.58332
7604, 36.66924, 0.56438, 284.06250, 3.58332
7605, 38.37474, -0.13618, 285.46875, 4.78019
7606, 37.09615, 2.35807, 282.65625, 4.78019
7607, 38.80190, 1.65691, 284.06250, 5.97916
7608, 34.11421, 5.56554, 278.43750, 3.58332
7609, 35.82320, 4.85637, 279.84375, 4.78019
7610, 34.55108, 7.35747, 277.03125, 4.78019
7611, 36.26452, 6.64656, 278.43750, 5.97916
7612, 37.53082, 4.14952, 281.25000, 5.97916
7613, 39.23817, 3.44727, 282.65625, 7.18076
7614, 37.97583, 5.93805, 279.84375, 7.18076
7615, 39.68612, 5.23423, 281.25000, 8.38554
7616, 38.43066, -8.01954, 292.50000, 1.19375
7617, 40.16052, -8.70711, 293.90625, 2.38802
7618, 38.84034, -6.22049, 291.09375, 2.38802
7619, 40.56338, -6.90667, 292.50000, 3.58332
7620, 41.89775, -9.38351, 295.31250, 3.58332
7621, 43.64326, -10.04641, 296.71875, 4.78019
7622, 42.29296, -7.58166, 293.90625, 4.78019
7623, 44.02999, -8.24312, 295.31250, 5.97916
7624, 39.25056, -4.42215, 289.68750, 3.58332
7625, 40.96820, -5.10740, 291.09375, 4.78019
7626, 39.66380, -2.62511, 288.28125, 4.78019
7627, 41.37744, -3.30989, 289.68750, 5.97916
7628, 42.69159, -5.78142, 292.50000, 5.97916
7629, 44.42164, -6.44188, 293.90625, 7.18076
7630, 43.09608, -3.98339, 291.09375, 7.18076
7631, 44.82064, -4.64327, 292.50000, 8.38554
7632, 45.39790, -10.69344, 298.12500, 5.97916
7633, 47.16241, -11.32224, 299.53125, 7.18076
7634, 45.77531, -8.88872, 296.71875, 7.18076
7635, 47.52970, -9.51608, 298.12500, 8.38554
7636, 48.93747, -11.93042, 300.93750, 8.38554
7637, 50.72363, -12.51555, 302.34375, 9.59407
7638, 49.29382, -10.12283, 299.53125, 9.59407
7639, 51.06827, -10.70654, 300.93750, 10.80692
7640, 46.15921, -7.08645, 295.31250, 8.38554
7641, 47.90508, -7.71276, 296.71875, 9.59407
7642, 46.55199, -5.28721, 293.90625, 9.59407
7643, 48.29091, -5.91284, 295.31250, 10.80692
7644, 49.65994, -8.31842, 298.12500, 10.80692
7645, 51.42440, -8.90104, 299.53125, 12.02470
7646, 50.03815, -6.51778, 296.71875, 12.02470
7647, 51.79433, -7.09962, 298.12500, 13.24801
7648, 40.08251, -0.82999, 286.87500, 5.97916
7649, 41.79356, -1.51476, 288.28125, 7.18076
7650, 40.50918, 0.96258, 285.46875, 7.18076
7651, 42.21902, 0.27737, 286.87500, 8.38554
7652, 43.50888, -2.18817, 289.68750, 8.38554
7653, 45.22941, -2.84790, 291.09375, 9.59407
7654, 43.93243, -0.39640, 288.28125, 9.59407
7655, 45.65038, -1.05641, 289.68750, 10.80692
7656, 40.94632, 2.75194, 284.06250, 8.38554
7657, 42.65633, 2.06582, 285.46875, 9.59407
7658, 41.39650, 4.53741, 282.65625, 9.59407
7659, 43.10808, 3.84990, 284.06250, 10.80692
7660, 44.36925, 1.39124, 286.87500, 10.80692
7661, 46.08607, 0.73053, 288.28125, 12.02470
7662, 44.82192, 3.17405, 285.46875, 12.02470
7663, 46.53905, 2.51219, 286.87500, 13.24801
7664, 46.95603, -3.49162, 292.50000, 10.80692
7665, 48.68958, -4.11694, 293.90625, 12.02470
7666, 47.37379, -1.70030, 291.09375, 12.02470
7667, 49.10350, -2.32570, 292.50000, 13.24801
7668, 50.43080, -4.72150, 295.31250, 13.24801
7669, 52.18037, -5.30287, 296.71875, 14.47751
7670, 50.84031, -2.93023, 293.90625, 14.47751
7671, 52.58493, -3.51145, 295.31250, 15.71386
7672, 47.80774, 0.08605, 289.68750, 13.24801
7673, 49.53515, -0.53982, 291.09375, 14.47751
7674, 48.26047, 1.86670, 288.28125, 14.47751
7675, 49.98712, 1.23997, 289.68750, 15.71386
7676, 51.26914, -1.14467, 292.50000, 15.71386
7677, 53.01046, -1.72606, 293.90625, 16.95776
7678, 51.71987, 0.63442, 291.09375, 16.95776
7679, 53.45954, 0.05251, 292.50000, 18.20996
7680, 358.61550, 20.28871, 247.50000, -18.20996
7681, 0.54961, 20.02710, 248.90625, -16.95776
7682, 358.73750, 22.11956, 246.09375, -16.95776
7683, 0.69646, 21.85726, 247.50000, -15.71386
7684, 2.47352, 19.71947, 250.31250, -15.71386
7685, 4.38611, 19.36830, 251.71875, -14.47751
7686, 2.64474, 21.54873, 248.90625, -14.47751
7687, 4.58111, 21.19645, 250.31250, -13.24801
7688, 358.83513, 23.95265, 244.68750, -15.71386
7689, 0.82176, 23.68989, 246.09375, -14.47751
7690, 358.90974, 25.78767, 243.28125, -14.47751
7691, 0.92700, 25.52467, 244.68750, -13.24801
7692, 2.79716, 23.38060, 247.50000, -13.24801
7693, 4.75997, 23.02726, 248.90625, -12.02470
7694, 2.93240, 25.21476, 246.09375, -12.02470
7695, 4.92443, 24.86039, 247.50000, -10.80692
7696, 6.28645, 18.97610, 253.12500, -13.24801
7697, 8.17386, 18.54538, 254.53125, -12.02470
7698, 6.50455, 20.80292, 251.71875, -12.02470
7699, 8.41428, 20.37064, 253.12500, -10.80692
7700, 10.04785, 18.07865, 255.93750, -10.80692
7701, 11.90814, 17.57842, 257.34375, -9.59407
7702, 10.30976, 19.90214, 254.53125, -9.59407
7703, 12.19062, 19.39995, 255.93750, -8.38554
7704, 6.70907, 22.63236, 250.31250, -10.80692
7705, 8.64359, 22.19843, 251.71875, -9.59407
7706, 6.90188, 24.46409, 248.90625, -9.59407
7707, 8.86379, 24.02838, 250.31250, -8.38554
7708, 10.56291, 21.72799, 253.12500, -8.38554
7709, 12.46662, 21.22360, 254.53125, -7.18076
7710, 10.80943, 23.55582, 251.71875, -7.18076
7711, 12.73836, 23.04897, 253.12500, -5.97916
7712, 358.96256, 27.62434, 241.87500, -13.24801
7713, 1.01359, 27.36133, 243.28125, -12.02470
7714, 358.99477, 29.46241, 240.46875, -12.02470
7715, 1.08289, 29.19960, 241.87500, -10.80692
7716, 3.05203, 27.05090, 244.68750, -10.80692
7717, 5.07624, 26.69554, 246.09375, -9.59407
7718, 3.15762, 28.88877, 243.28125, -9.59407
7719, 5.21715, 28.53242, 244.68750, -8.38554
7720, 359.00748, 31.30166, 239.06250, -10.80692
7721, 1.13626, 31.03925, 240.46875, -9.59407
7722, 359.00176, 33.14189, 237.65625, -9.59407
7723, 1.17505, 32.88008, 239.06250, -8.38554
7724, 3.25075, 30.72812, 241.87500, -8.38554
7725, 5.34896, 30.37077, 243.28125, -7.18076
7726, 3.33301, 32.56871, 240.46875, -7.18076
7727, 5.47352, 32.21034, 241.87500, -5.97916
7728, 7.08489, 26.29777, 247.50000, -8.38554
7729, 9.07691, 25.86014, 248.90625, -7.18076
7730, 7.26003, 28.13310, 246.09375, -7.18076
7731, 9.28506, 27.69339, 247.50000, -5.97916
7732, 11.05151, 25.38524, 250.31250, -5.97916
7733, 13.00817, 24.87567, 251.71875, -4.78019
7734, 11.29139, 27.21591, 248.90625, -4.78019
7735, 13.27843, 26.70330, 250.31250, -3.58332
7736, 7.42929, 29.96980, 244.68750, -5.97916
7737, 9.49045, 29.52781, 246.09375, -4.78019
7738, 7.59477, 31.80758, 243.28125, -4.78019
7739, 9.69537, 31.36309, 244.68750, -3.58332
7740, 11.53147, 29.04748, 247.50000, -3.58332
7741, 13.55169, 28.53148, 248.90625, -2.38802
7742, 11.77424, 30.87959, 246.09375, -2.38802
7743, 13.83066, 30.35981, 247.50000, -1.19375
7744, 13.75463, 17.04720, 258.75000, -8.38554
7745, 15.58740, 16.48749, 260.15625, -7.18076
7746, 14.05674, 18.86657, 257.34375, -7.18076
7747, 15.90814, 18.30453, 258.75000, -5.97916
7748, 17.40667, 15.90176, 261.56250, -5.97916
7749, 19.21285, 15.29248, 262.96875, -4.78019
7750, 17.74506, 17.71633, 260.15625, -4.78019
7751, 19.56785, 17.10445, 261.56250, -3.58332
7752, 14.35453, 20.68778, 255.93750, -5.97916
7753, 16.22665, 20.12309, 257.34375, -4.78019
7754, 14.65034, 22.51041, 254.53125, -4.78019
7755, 16.54536, 21.94270, 255.93750, -3.58332
7756, 18.08319, 19.53204, 258.75000, -3.58332
7757, 19.92450, 18.91714, 260.15625, -2.38802
7758, 18.42358, 21.34839, 257.34375, -2.38802
7759, 20.28537, 20.73003, 258.75000, -1.19375
7760, 21.00644, 14.66210, 264.37500, -3.58332
7761, 22.78810, 14.01305, 265.78125, -2.38802
7762, 21.37704, 16.47136, 262.96875, -2.38802
7763, 23.17327, 15.81950, 264.37500, -1.19375
7764, 24.55856, 13.34772, 267.18750, -1.19375
7765, 26.31867, 12.66853, 268.59375, 0.00000
7766, 24.95730, 15.15132, 265.78125, 0.00000
7767, 26.72998, 14.46920, 267.18750, 1.19375
7768, 21.75109, 18.28089, 261.56250, -1.19375
7769, 23.56363, 17.62575, 262.96875, 0.00000
7770, 22.13125, 20.09014, 260.15625, 0.00000
7771, 23.96190, 19.43122, 261.56250, 1.19375
7772, 25.36289, 16.95420, 264.37500, 1.19375
7773, 27.14974, 16.26865, 265.78125, 2.38802
7774, 25.77810, 18.75576, 262.96875, 2.38802
7775, 27.58077, 18.06622, 264.37500, 3.58332
7776, 14.94660, 24.33402, 253.12500, -3.58332
7777, 16.86677, 23.76290, 254.53125, -2.38802
7778, 15.24584, 26.15820, 251.71875, -2.38802
7779, 17.19356, 25.58324, 253.12500, -1.19375
7780, 18.76884, 23.16490, 255.93750, -1.19375
7781, 20.65317, 22.54260, 257.34375, 0.00000
7782, 19.12175, 24.98107, 254.53125, 0.00000
7783, 21.03077, 24.35431, 255.93750, 1.19375
7784, 15.55075, 27.98250, 250.31250, -1.19375
7785, 17.52855, 27.40325, 251.71875, 0.00000
7786, 15.86420, 29.80651, 248.90625, 0.00000
7787, 17.87475, 29.22242, 250.31250, 1.19375
7788, 19.48524, 26.79639, 253.12500, 1.19375
7789, 21.42120, 26.16460, 254.53125, 2.38802
7790, 19.86246, 28.61030, 251.71875, 2.38802
7791, 21.82773, 27.97287, 253.12500, 3.58332
7792, 22.52030, 21.89855, 258.75000, 1.19375
7793, 24.37091, 21.23531, 260.15625, 2.38802
